Herb1	Herb2	Co_ratio	Herb_pair	pValue	Event_ratio	Co_event	Ex_event	Total_event	Co_level	Prob_1to2	Prob_2to1
五味子	桑寄生	0	桑寄生, 五味子	0.132046758316232	0/74	0	74	74	0	0	0
五味子	蒺藜	0	蒺藜, 五味子	0.132046758316232	0/74	0	74	74	0	0	0
五味子	麦芽	0	麦芽, 五味子	0.132046758316232	0/74	0	74	74	0	0	0
麦冬	防风	0.0344827586206897	防风, 麦冬	0.132204932592661	3/84	3	84	87	0	0.0384615384615385	0.25
苦参	连翘	0	苦参, 连翘	0.132437954029348	0/37	0	37	37	0	0	0
瓜蒌	丹皮	0	丹皮, 瓜蒌	0.132953964389535	0/37	0	37	37	0	0	0
干姜	生地	0	干姜, 生地	0.133129353943998	0/41	0	41	41	0	0	0
海螵蛸	生龙骨	0.0833333333333333	海螵蛸, 生龙骨	0.133176100628931	1/11	1	11	12	0	0.0909090909090909	0.5
黄芪	冰片	0.224137931034483	冰片, 黄芪	0.134252362642937	26/90	26	90	116	0	0.236363636363636	0.8125
丹参	桑寄生	0	丹参, 桑寄生	0.134522041989233	0/73	0	73	73	0	0	0
砂仁	莪术	0	莪术, 砂仁	0.134522041989233	0/73	0	73	73	0	0	0
丹参	莱菔子	0	丹参, 莱菔子	0.134522041989233	0/73	0	73	73	0	0	0
酸枣仁	重楼	0	酸枣仁, 重楼	0.134522041989233	0/73	0	73	73	0	0	0
砂仁	麦芽	0	麦芽, 砂仁	0.134522041989233	0/73	0	73	73	0	0	0
苦参	五味子	0.142857142857143	苦参, 五味子	0.134870497182423	11/66	11	66	77	0	0.611111111111111	0.157142857142857
枳壳	桂枝	0	桂枝, 枳壳	0.135035456376244	0/40	0	40	40	0	0	0
黄柏	桂枝	0	桂枝, 黄柏	0.135035456376244	0/40	0	40	40	0	0	0
川芎	川贝母	0.0206185567010309	川贝母, 川芎	0.136053381053776	2/95	2	95	97	0	0.0217391304347826	0.285714285714286
川芎	薏苡仁	0.0206185567010309	川芎, 薏苡仁	0.136053381053776	2/95	2	95	97	0	0.0217391304347826	0.285714285714286
川芎	赤芍	0.0206185567010309	赤芍, 川芎	0.136053381053776	2/95	2	95	97	0	0.0217391304347826	0.285714285714286
黄精	苦参	0.0909090909090909	黄精, 苦参	0.136692883647275	2/20	2	20	22	0	0.333333333333333	0.111111111111111
香附	当归	0.103448275862069	当归, 香附	0.136838370840403	9/78	9	78	87	0	0.75	0.107142857142857
桑寄生	延胡索	0	桑寄生, 延胡索	0.137236274242841	0/72	0	72	72	0	0	0
莱菔子	延胡索	0	莱菔子, 延胡索	0.137236274242841	0/72	0	72	72	0	0	0
阿胶	延胡索	0	阿胶, 延胡索	0.137236274242841	0/72	0	72	72	0	0	0
莪术	川芎	0.0434782608695652	川芎, 莪术	0.137236274242841	4/88	4	88	92	0	1	0.0434782608695652
蒺藜	川芎	0.0434782608695652	川芎, 蒺藜	0.137236274242841	4/88	4	88	92	0	1	0.0434782608695652
泽兰	党参	0.0454545454545455	党参, 泽兰	0.1375	1/21	1	21	22	0	1	0.0454545454545455
车前子	党参	0.0454545454545455	车前子, 党参	0.1375	1/21	1	21	22	0	1	0.0454545454545455
木瓜	羌活	0.0454545454545455	木瓜, 羌活	0.1375	1/21	1	21	22	0	1	0.0454545454545455
甘松	羌活	0.0454545454545455	甘松, 羌活	0.1375	1/21	1	21	22	0	1	0.0454545454545455
石膏	羌活	0.0454545454545455	羌活, 石膏	0.1375	1/21	1	21	22	0	1	0.0454545454545455
青风藤	羌活	0.0454545454545455	羌活, 青风藤	0.1375	1/21	1	21	22	0	1	0.0454545454545455
肉桂	夜交藤	0.142857142857143	肉桂, 夜交藤	0.138469077664252	5/30	5	30	35	0	0.25	0.25
肉桂	白芍	0.142857142857143	白芍, 肉桂	0.138469077664252	5/30	5	30	35	0	0.25	0.25
大黄	木香	0.172413793103448	大黄, 木香	0.14018334024652	20/96	20	96	116	0	0.48780487804878	0.210526315789474
三七	丹皮	0.0547945205479452	丹皮, 三七	0.140518200757568	4/69	4	69	73	0	0.0714285714285714	0.19047619047619
柴胡	白芷	0.0666666666666667	白芷, 柴胡	0.141516850001293	2/28	2	28	30	0	0.0714285714285714	0.5
柴胡	莱菔子	0.0666666666666667	柴胡, 莱菔子	0.141516850001293	2/28	2	28	30	0	0.0714285714285714	0.5
白及	丹参	0.0133333333333333	白及, 丹参	0.141714575464705	1/74	1	74	75	0	0.142857142857143	0.0144927536231884
紫苏叶	丹参	0.0133333333333333	丹参, 紫苏叶	0.141714575464705	1/74	1	74	75	0	0.142857142857143	0.0144927536231884
罂粟壳	砂仁	0.0133333333333333	砂仁, 罂粟壳	0.141714575464705	1/74	1	74	75	0	0.142857142857143	0.0144927536231884
白及	酸枣仁	0.0133333333333333	白及, 酸枣仁	0.141714575464705	1/74	1	74	75	0	0.142857142857143	0.0144927536231884
紫苏叶	酸枣仁	0.0133333333333333	酸枣仁, 紫苏叶	0.141714575464705	1/74	1	74	75	0	0.142857142857143	0.0144927536231884
罂粟壳	酸枣仁	0.0133333333333333	酸枣仁, 罂粟壳	0.141714575464705	1/74	1	74	75	0	0.142857142857143	0.0144927536231884
薤白	酸枣仁	0.0133333333333333	酸枣仁, 薤白	0.141714575464705	1/74	1	74	75	0	0.142857142857143	0.0144927536231884
杜仲	半枝莲	0.105263157894737	半枝莲, 杜仲	0.14282530398867	2/17	2	17	19	0	0.181818181818182	0.2
莱菔子	佩兰	0.111111111111111	莱菔子, 佩兰	0.143043375081196	1/8	1	8	9	0	0.25	0.166666666666667
蒺藜	天麻	0.111111111111111	蒺藜, 天麻	0.143043375081196	1/8	1	8	9	0	0.25	0.166666666666667
白芷	蝉蜕	0.111111111111111	白芷, 蝉蜕	0.143043375081196	1/8	1	8	9	0	0.25	0.166666666666667
重楼	黄精	0.111111111111111	黄精, 重楼	0.143043375081196	1/8	1	8	9	0	0.25	0.166666666666667
杜仲	夜交藤	0.107142857142857	杜仲, 夜交藤	0.14307518752992	3/25	3	25	28	0	0.272727272727273	0.15
桑寄生	野葛根	0	桑寄生, 野葛根	0.143385159403005	0/70	0	70	70	0	0	0
莱菔子	野葛根	0	莱菔子, 野葛根	0.143385159403005	0/70	0	70	70	0	0	0
重楼	野葛根	0	野葛根, 重楼	0.143385159403005	0/70	0	70	70	0	0	0
阿胶	野葛根	0	阿胶, 野葛根	0.143385159403005	0/70	0	70	70	0	0	0
吴茱萸	北沙参	0.1	北沙参, 吴茱萸	0.143479818485789	1/9	1	9	10	0	0.125	0.333333333333333
紫苏叶	冰片	0.0833333333333333	冰片, 紫苏叶	0.143581930308818	3/33	3	33	36	0	0.428571428571429	0.09375
罂粟壳	冰片	0.0833333333333333	冰片, 罂粟壳	0.143581930308818	3/33	3	33	36	0	0.428571428571429	0.09375
地龙	桂枝	0.0434782608695652	地龙, 桂枝	0.14375	1/22	1	22	23	0	1	0.0434782608695652
木瓜	桂枝	0.0434782608695652	桂枝, 木瓜	0.14375	1/22	1	22	23	0	1	0.0434782608695652
浙贝母	桂枝	0.0434782608695652	桂枝, 浙贝母	0.14375	1/22	1	22	23	0	1	0.0434782608695652
竹叶	桂枝	0.0434782608695652	桂枝, 竹叶	0.14375	1/22	1	22	23	0	1	0.0434782608695652
芥子	桂枝	0.0434782608695652	桂枝, 芥子	0.14375	1/22	1	22	23	0	1	0.0434782608695652
青风藤	桂枝	0.0434782608695652	桂枝, 青风藤	0.14375	1/22	1	22	23	0	1	0.0434782608695652
木瓜	蒲公英	0.0434782608695652	木瓜, 蒲公英	0.14375	1/22	1	22	23	0	1	0.0434782608695652
檀香	蒲公英	0.0434782608695652	蒲公英, 檀香	0.14375	1/22	1	22	23	0	1	0.0434782608695652
石膏	蒲公英	0.0434782608695652	蒲公英, 石膏	0.14375	1/22	1	22	23	0	1	0.0434782608695652
肉豆蔻	蒲公英	0.0434782608695652	蒲公英, 肉豆蔻	0.14375	1/22	1	22	23	0	1	0.0434782608695652
诃子	蒲公英	0.0434782608695652	诃子, 蒲公英	0.14375	1/22	1	22	23	0	1	0.0434782608695652
防风	桑白皮	0.0769230769230769	防风, 桑白皮	0.144811320754716	1/12	1	12	13	0	0.0833333333333333	0.5
防风	瓦楞子	0.0769230769230769	防风, 瓦楞子	0.144811320754716	1/12	1	12	13	0	0.0833333333333333	0.5
防风	生龙骨	0.0769230769230769	防风, 生龙骨	0.144811320754716	1/12	1	12	13	0	0.0833333333333333	0.5
防风	细辛	0.0769230769230769	防风, 细辛	0.144811320754716	1/12	1	12	13	0	0.0833333333333333	0.5
香附	细辛	0.0769230769230769	细辛, 香附	0.144811320754716	1/12	1	12	13	0	0.0833333333333333	0.5
防风	蔓荆子	0.0769230769230769	防风, 蔓荆子	0.144811320754716	1/12	1	12	13	0	0.0833333333333333	0.5
栀子	黄柏	0.111111111111111	黄柏, 栀子	0.14537935937214	3/24	3	24	27	0	0.230769230769231	0.176470588235294
延胡索	川芎	0.379310344827586	川芎, 延胡索	0.145408605884681	44/72	44	72	116	0	0.647058823529412	0.478260869565217
柴胡	吴茱萸	0.0909090909090909	柴胡, 吴茱萸	0.145895964650891	3/30	3	30	33	0	0.107142857142857	0.375
柏子仁	何首乌	0.0952380952380952	柏子仁, 何首乌	0.146432309855336	2/19	2	19	21	0	0.285714285714286	0.125
薤白	何首乌	0.0952380952380952	何首乌, 薤白	0.146432309855336	2/19	2	19	21	0	0.285714285714286	0.125
白及	山楂	0.0952380952380952	白及, 山楂	0.146432309855336	2/19	2	19	21	0	0.285714285714286	0.125
罂粟壳	山楂	0.0952380952380952	山楂, 罂粟壳	0.146432309855336	2/19	2	19	21	0	0.285714285714286	0.125
薤白	山楂	0.0952380952380952	山楂, 薤白	0.146432309855336	2/19	2	19	21	0	0.285714285714286	0.125
白及	槟榔	0.0952380952380952	白及, 槟榔	0.146432309855336	2/19	2	19	21	0	0.285714285714286	0.125
川贝母	瓜蒌	0.0952380952380952	川贝母, 瓜蒌	0.146432309855336	2/19	2	19	21	0	0.285714285714286	0.125
紫苏叶	瓜蒌	0.0952380952380952	瓜蒌, 紫苏叶	0.146432309855336	2/19	2	19	21	0	0.285714285714286	0.125
厚朴	白芍	0.138888888888889	白芍, 厚朴	0.146692358111706	5/31	5	31	36	0	0.238095238095238	0.25
茯苓	大黄	0.142857142857143	大黄, 茯苓	0.146957492142652	14/84	14	84	98	0	0.197183098591549	0.341463414634146
牛膝	钩藤	0.05	钩藤, 牛膝	0.147480296154765	2/38	2	38	40	0	0.666666666666667	0.0512820512820513
丹参	川芎	0.277777777777778	川芎, 丹参	0.148108221337555	35/91	35	91	126	0	0.507246376811594	0.380434782608696
红花	土鳖虫	0.111111111111111	红花, 土鳖虫	0.148536686779394	1/8	1	8	9	0	0.2	0.2
牡蛎	太子参	0.111111111111111	牡蛎, 太子参	0.148536686779394	1/8	1	8	9	0	0.2	0.2
红花	太子参	0.111111111111111	红花, 太子参	0.148536686779394	1/8	1	8	9	0	0.2	0.2
牡蛎	女贞子	0.111111111111111	牡蛎, 女贞子	0.148536686779394	1/8	1	8	9	0	0.2	0.2
干姜	泽泻	0.0317460317460317	干姜, 泽泻	0.149096794553479	2/61	2	61	63	0	0.133333333333333	0.04
肉桂	五味子	0.153846153846154	肉桂, 五味子	0.149434512294276	12/66	12	66	78	0	0.6	0.171428571428571
连翘	猪苓	0.0869565217391304	连翘, 猪苓	0.150092879129611	2/21	2	21	23	0	0.105263157894737	0.333333333333333
连翘	玄参	0.0869565217391304	连翘, 玄参	0.150092879129611	2/21	2	21	23	0	0.105263157894737	0.333333333333333
常山	何首乌	0.111111111111111	常山, 何首乌	0.150203531464264	3/24	3	24	27	0	0.214285714285714	0.1875
黄连	半夏	0.266666666666667	半夏, 黄连	0.150410125070647	28/77	28	77	105	0	0.307692307692308	0.666666666666667
酸枣仁	半夏	0.144329896907216	半夏, 酸枣仁	0.150410125070647	14/83	14	83	97	0	0.202898550724638	0.333333333333333
蒲公英	女贞子	0.0769230769230769	女贞子, 蒲公英	0.150914785235605	2/24	2	24	26	0	0.0869565217391304	0.4
蒲公英	牡蛎	0.0769230769230769	牡蛎, 蒲公英	0.150914785235605	2/24	2	24	26	0	0.0869565217391304	0.4
丹皮	木香	0.0841121495327103	丹皮, 木香	0.151223114628791	9/98	9	98	107	0	0.428571428571429	0.0947368421052632
枳壳	半夏	0.134615384615385	半夏, 枳壳	0.151853400917219	7/45	7	45	52	0	0.411764705882353	0.166666666666667
栀子	丹参	0.0379746835443038	丹参, 栀子	0.153422117122545	3/76	3	76	79	0	0.230769230769231	0.0434782608695652
肉桂	茯苓	0.151898734177215	茯苓, 肉桂	0.153633397200377	12/67	12	67	79	0	0.6	0.169014084507042
薏苡仁	白术	0.0810810810810811	白术, 薏苡仁	0.154575938893945	3/34	3	34	37	0	0.428571428571429	0.0909090909090909
桂枝	连翘	0.135135135135135	桂枝, 连翘	0.155671277004177	5/32	5	32	37	0	0.217391304347826	0.263157894736842
香附	连翘	0.107142857142857	连翘, 香附	0.156040529085911	3/25	3	25	28	0	0.25	0.157894736842105
檀香	人参	0.04	人参, 檀香	0.15625	1/24	1	24	25	0	1	0.04
浙贝母	人参	0.04	人参, 浙贝母	0.15625	1/24	1	24	25	0	1	0.04
竹叶	人参	0.04	人参, 竹叶	0.15625	1/24	1	24	25	0	1	0.04
肉豆蔻	人参	0.04	人参, 肉豆蔻	0.15625	1/24	1	24	25	0	1	0.04
芥子	人参	0.04	芥子, 人参	0.15625	1/24	1	24	25	0	1	0.04
诃子	人参	0.04	诃子, 人参	0.15625	1/24	1	24	25	0	1	0.04
生龙骨	栀子	0.0714285714285714	生龙骨, 栀子	0.156367924528302	1/13	1	13	14	0	0.5	0.0769230769230769
莲子心	栀子	0.0714285714285714	莲子心, 栀子	0.156367924528302	1/13	1	13	14	0	0.5	0.0769230769230769
川芎	栀子	0.105263157894737	川芎, 栀子	0.157875837516078	10/85	10	85	95	0	0.108695652173913	0.769230769230769
桂枝	半枝莲	0.1	半枝莲, 桂枝	0.157980206856489	3/27	3	27	30	0	0.130434782608696	0.3
木香	太子参	0.0101010101010101	木香, 太子参	0.159095255281614	1/98	1	98	99	0	0.0105263157894737	0.2
木香	西洋参	0.0101010101010101	木香, 西洋参	0.159095255281614	1/98	1	98	99	0	0.0105263157894737	0.2
白术	水蛭	0.0625	白术, 水蛭	0.159443452572606	4/60	4	60	64	0	0.121212121212121	0.114285714285714
蒺藜	甘草	0.0151515151515152	甘草, 蒺藜	0.159831994389671	2/130	2	130	132	0	0.5	0.0153846153846154
海螵蛸	丹皮	0.103448275862069	丹皮, 海螵蛸	0.160323722278515	3/26	3	26	29	0	0.272727272727273	0.142857142857143
野葛根	僵蚕	0.0597014925373134	僵蚕, 野葛根	0.160382968058549	4/63	4	63	67	0	0.0606060606060606	0.8
野葛根	土鳖虫	0.0597014925373134	土鳖虫, 野葛根	0.160382968058549	4/63	4	63	67	0	0.0606060606060606	0.8
厚朴	麦冬	0.0760869565217391	厚朴, 麦冬	0.162069860806428	7/85	7	85	92	0	0.333333333333333	0.0897435897435897
枳壳	白及	0.0909090909090909	白及, 枳壳	0.162365573404703	2/20	2	20	22	0	0.117647058823529	0.285714285714286
黄柏	菊花	0.0909090909090909	黄柏, 菊花	0.162365573404703	2/20	2	20	22	0	0.117647058823529	0.285714285714286
枳壳	赤芍	0.0909090909090909	赤芍, 枳壳	0.162365573404703	2/20	2	20	22	0	0.117647058823529	0.285714285714286
石膏	生地	0.0384615384615385	生地, 石膏	0.1625	1/25	1	25	26	0	1	0.0384615384615385
钩藤	白芍	0.0350877192982456	白芍, 钩藤	0.162920236208147	2/55	2	55	57	0	0.0512820512820513	0.1
砂仁	羌活	0.0705882352941176	羌活, 砂仁	0.163218929886541	6/79	6	79	85	0	0.0869565217391304	0.272727272727273
太子参	三七	0	三七, 太子参	0.163314363485807	0/61	0	61	61	0	0	0
红花	三七	0	红花, 三七	0.163314363485807	0/61	0	61	61	0	0	0
木香	山药	0	木香, 山药	0.163522012578616	0/97	0	97	97	0	0	0
木香	桑白皮	0	木香, 桑白皮	0.163522012578616	0/97	0	97	97	0	0	0
木香	生龙骨	0	木香, 生龙骨	0.163522012578616	0/97	0	97	97	0	0	0
苍术	夜交藤	0.0833333333333333	苍术, 夜交藤	0.163836058105387	2/22	2	22	24	0	0.333333333333333	0.1
冬瓜皮	肉桂	0.0833333333333333	冬瓜皮, 肉桂	0.163836058105387	2/22	2	22	24	0	0.333333333333333	0.1
猪苓	肉桂	0.0833333333333333	肉桂, 猪苓	0.163836058105387	2/22	2	22	24	0	0.333333333333333	0.1
玄参	肉桂	0.0833333333333333	肉桂, 玄参	0.163836058105387	2/22	2	22	24	0	0.333333333333333	0.1
延胡索	僵蚕	0.0579710144927536	僵蚕, 延胡索	0.163977686976725	4/65	4	65	69	0	0.0588235294117647	0.8
川芎	太子参	0.0104166666666667	川芎, 太子参	0.163977686976725	1/95	1	95	96	0	0.0108695652173913	0.2
莱菔子	川贝母	0.1	川贝母, 莱菔子	0.165301988715451	1/9	1	9	10	0	0.25	0.142857142857143
阿胶	柏子仁	0.1	阿胶, 柏子仁	0.165301988715451	1/9	1	9	10	0	0.25	0.142857142857143
白芷	白及	0.1	白及, 白芷	0.165301988715451	1/9	1	9	10	0	0.25	0.142857142857143
白芷	紫苏叶	0.1	白芷, 紫苏叶	0.165301988715451	1/9	1	9	10	0	0.25	0.142857142857143
莪术	紫苏叶	0.1	莪术, 紫苏叶	0.165301988715451	1/9	1	9	10	0	0.25	0.142857142857143
白芷	罂粟壳	0.1	白芷, 罂粟壳	0.165301988715451	1/9	1	9	10	0	0.25	0.142857142857143
桑寄生	菊花	0.1	菊花, 桑寄生	0.165301988715451	1/9	1	9	10	0	0.25	0.142857142857143
麦芽	菊花	0.1	菊花, 麦芽	0.165301988715451	1/9	1	9	10	0	0.25	0.142857142857143
重楼	赤芍	0.1	赤芍, 重楼	0.165301988715451	1/9	1	9	10	0	0.25	0.142857142857143
淫羊藿	防风	0.1	防风, 淫羊藿	0.165606591211521	2/18	2	18	20	0	0.2	0.166666666666667
三七	蒲公英	0.0675675675675676	蒲公英, 三七	0.165882792902686	5/69	5	69	74	0	0.0892857142857143	0.217391304347826
栀子	生姜	0.107142857142857	生姜, 栀子	0.165987232975932	3/25	3	25	28	0	0.230769230769231	0.166666666666667
太子参	丹参	0.0571428571428571	丹参, 太子参	0.166278909241373	4/66	4	66	70	0	0.8	0.0579710144927536
土鳖虫	酸枣仁	0.0571428571428571	酸枣仁, 土鳖虫	0.166278909241373	4/66	4	66	70	0	0.8	0.0579710144927536
红花	黄连	0.0105263157894737	红花, 黄连	0.166278909241374	1/94	1	94	95	0	0.2	0.010989010989011
桂枝	白术	0.037037037037037	白术, 桂枝	0.167435136472606	2/52	2	52	54	0	0.0869565217391304	0.0606060606060606
白术	砂仁	0.214285714285714	白术, 砂仁	0.168215029802682	18/66	18	66	84	0	0.545454545454545	0.260869565217391
蒲公英	野葛根	0.072289156626506	蒲公英, 野葛根	0.168615725146069	6/77	6	77	83	0	0.260869565217391	0.0909090909090909
怀牛膝	野葛根	0.0303030303030303	怀牛膝, 野葛根	0.168632075471698	2/64	2	64	66	0	1	0.0303030303030303
甘松	青蒿	0.037037037037037	甘松, 青蒿	0.16875	1/26	1	26	27	0	1	0.037037037037037
小茴香	半夏	0.0465116279069767	半夏, 小茴香	0.168793288750896	2/41	2	41	43	0	0.666666666666667	0.0476190476190476
益母草	半夏	0.0465116279069767	半夏, 益母草	0.168793288750896	2/41	2	41	43	0	0.666666666666667	0.0476190476190476
土鳖虫	五味子	0.0563380281690141	土鳖虫, 五味子	0.168912151620231	4/67	4	67	71	0	0.8	0.0571428571428571
太子参	五味子	0.0563380281690141	太子参, 五味子	0.168912151620231	4/67	4	67	71	0	0.8	0.0571428571428571
川芎	泽泻	0.302752293577982	川芎, 泽泻	0.168925409935054	33/76	33	76	109	0	0.358695652173913	0.66
青蒿	黄芩	0.037037037037037	黄芩, 青蒿	0.169285264850573	2/52	2	52	54	0	0.0740740740740741	0.0689655172413793
桂枝	水蛭	0.16	桂枝, 水蛭	0.169542450823163	8/42	8	42	50	0	0.347826086956522	0.228571428571429
蒲公英	水蛭	0.16	蒲公英, 水蛭	0.169542450823163	8/42	8	42	50	0	0.347826086956522	0.228571428571429
人参	冰片	0.0363636363636364	冰片, 人参	0.170345268107356	2/53	2	53	55	0	0.08	0.0625
茯苓	西洋参	0.0555555555555556	茯苓, 西洋参	0.171874464275287	4/68	4	68	72	0	0.0563380281690141	0.8
大黄	黄芪	0.26890756302521	大黄, 黄芪	0.172357906242893	32/87	32	87	119	0	0.780487804878049	0.290909090909091
延胡索	桂枝	0.166666666666667	桂枝, 延胡索	0.173274914275848	13/65	13	65	78	0	0.191176470588235	0.565217391304348
淫羊藿	泽泻	0.0169491525423729	淫羊藿, 泽泻	0.174079641097931	1/58	1	58	59	0	0.1	0.02
升麻	柴胡	0.0357142857142857	柴胡, 升麻	0.175	1/27	1	27	28	0	1	0.0357142857142857
青风藤	柴胡	0.0357142857142857	柴胡, 青风藤	0.175	1/27	1	27	28	0	1	0.0357142857142857
石菖蒲	夜交藤	0.103448275862069	石菖蒲, 夜交藤	0.175488541419898	3/26	3	26	29	0	0.25	0.15
防风	夜交藤	0.103448275862069	防风, 夜交藤	0.175488541419898	3/26	3	26	29	0	0.25	0.15
陈皮	夜交藤	0.103448275862069	陈皮, 夜交藤	0.175488541419898	3/26	3	26	29	0	0.25	0.15
香附	夜交藤	0.103448275862069	香附, 夜交藤	0.175488541419898	3/26	3	26	29	0	0.25	0.15
香附	肉桂	0.103448275862069	肉桂, 香附	0.175488541419898	3/26	3	26	29	0	0.25	0.15
天麻	土鳖虫	0.1	天麻, 土鳖虫	0.176003245270381	1/9	1	9	10	0	0.166666666666667	0.2
苍术	大腹皮	0.1	苍术, 大腹皮	0.176003245270381	1/9	1	9	10	0	0.166666666666667	0.2
佩兰	太子参	0.1	佩兰, 太子参	0.176003245270381	1/9	1	9	10	0	0.166666666666667	0.2
黄精	牡蛎	0.1	黄精, 牡蛎	0.176003245270381	1/9	1	9	10	0	0.166666666666667	0.2
冬瓜皮	红花	0.1	冬瓜皮, 红花	0.176003245270381	1/9	1	9	10	0	0.166666666666667	0.2
猪苓	红花	0.1	红花, 猪苓	0.176003245270381	1/9	1	9	10	0	0.166666666666667	0.2
黄精	红花	0.1	红花, 黄精	0.176003245270381	1/9	1	9	10	0	0.166666666666667	0.2
天麻	西洋参	0.1	天麻, 西洋参	0.176003245270381	1/9	1	9	10	0	0.166666666666667	0.2
红花	泽泻	0.0576923076923077	红花, 泽泻	0.176690128459253	3/49	3	49	52	0	0.6	0.06
大腹皮	黄芪	0.0176991150442478	大腹皮, 黄芪	0.176690128459253	2/111	2	111	113	0	0.4	0.0181818181818182
浮小麦	决明子	0.0833333333333333	浮小麦, 决明子	0.177065918318605	1/11	1	11	12	0	0.333333333333333	0.1
浮小麦	半枝莲	0.0833333333333333	半枝莲, 浮小麦	0.177065918318605	1/11	1	11	12	0	0.333333333333333	0.1
熟地	淫羊藿	0.0833333333333333	熟地, 淫羊藿	0.177065918318605	1/11	1	11	12	0	0.333333333333333	0.1
三七	黄柏	0.0428571428571429	黄柏, 三七	0.177264955083859	3/67	3	67	70	0	0.0535714285714286	0.176470588235294
佩兰	厚朴	0.08	厚朴, 佩兰	0.177889233599414	2/23	2	23	25	0	0.333333333333333	0.0952380952380952
佩兰	泽泻	0	佩兰, 泽泻	0.177955419518264	0/56	0	56	56	0	0	0
黄精	泽泻	0	黄精, 泽泻	0.177955419518264	0/56	0	56	56	0	0	0
玄参	黄芪	0.0545454545454545	黄芪, 玄参	0.177955419518264	6/104	6	104	110	0	1	0.0545454545454545
蝉蜕	黄芪	0.0545454545454545	蝉蜕, 黄芪	0.177955419518264	6/104	6	104	110	0	1	0.0545454545454545
海螵蛸	羌活	0.1	海螵蛸, 羌活	0.178290673847385	3/27	3	27	30	0	0.272727272727273	0.136363636363636
白及	生姜	0.0869565217391304	白及, 生姜	0.178702739613975	2/21	2	21	23	0	0.285714285714286	0.111111111111111
紫苏叶	生姜	0.0869565217391304	生姜, 紫苏叶	0.178702739613975	2/21	2	21	23	0	0.285714285714286	0.111111111111111
赤芍	生姜	0.0869565217391304	赤芍, 生姜	0.178702739613975	2/21	2	21	23	0	0.285714285714286	0.111111111111111
薏苡仁	苦参	0.0869565217391304	苦参, 薏苡仁	0.178702739613975	2/21	2	21	23	0	0.285714285714286	0.111111111111111
